name,artist_count,track_id,popularity,year,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
11 Months,1,6Wzsi59tGpSu8QSrVHrnTf,11,2023,0,0.383,0.556,2,-8.818,1,0.0335,0.0479,0.721,0.142,0.0373,154.034,audio_features,6Wzsi59tGpSu8QSrVHrnTf,spotify:track:6Wzsi59tGpSu8QSrVHrnTf,https://api.spotify.com/v1/tracks/6Wzsi59tGpSu8QSrVHrnTf,https://api.spotify.com/v1/audio-analysis/6Wzsi59tGpSu8QSrVHrnTf,357000,3
10months,1,5ASXnZiupJI6wW73JACpwq,16,2023,0,0.317,0.284,2,-9.824,0,0.0316,0.781,3.77e-05,0.146,0.114,139.824,audio_features,5ASXnZiupJI6wW73JACpwq,spotify:track:5ASXnZiupJI6wW73JACpwq,https://api.spotify.com/v1/tracks/5ASXnZiupJI6wW73JACpwq,https://api.spotify.com/v1/audio-analysis/5ASXnZiupJI6wW73JACpwq,223024,3
Days in the Months Song,1,48N8LgnBfPDRMlcQj3ZvQH,15,2023,0,0.514,0.277,9,-7.71,1,0.0404,0.874,0,0.141,0.468,130.169,audio_features,48N8LgnBfPDRMlcQj3ZvQH,spotify:track:48N8LgnBfPDRMlcQj3ZvQH,https://api.spotify.com/v1/tracks/48N8LgnBfPDRMlcQj3ZvQH,https://api.spotify.com/v1/audio-analysis/48N8LgnBfPDRMlcQj3ZvQH,89144,4
Deserted,1,7dARyvAPF5hpBHTHuqjBB9,13,2023,0,0.757,0.364,11,-18.129,1,0.064,0.338,0.891,0.093,0.0833,120.008,audio_features,7dARyvAPF5hpBHTHuqjBB9,spotify:track:7dARyvAPF5hpBHTHuqjBB9,https://api.spotify.com/v1/tracks/7dARyvAPF5hpBHTHuqjBB9,https://api.spotify.com/v1/audio-analysis/7dARyvAPF5hpBHTHuqjBB9,74045,4
12 Months,1,2rfOdFKgpnABpagxT5c6Lc,3,2023,0,0.885,0.551,2,-7.588,1,0.152,0.87,0,0.0883,0.822,83.054,audio_features,2rfOdFKgpnABpagxT5c6Lc,spotify:track:2rfOdFKgpnABpagxT5c6Lc,https://api.spotify.com/v1/tracks/2rfOdFKgpnABpagxT5c6Lc,https://api.spotify.com/v1/audio-analysis/2rfOdFKgpnABpagxT5c6Lc,61320,4
12 Month,1,0xX2kr26lE3DIPeueGcbrJ,15,2023,0,0.896,0.383,5,-12.53,0,0.131,0.707,0,0.121,0.501,129.082,audio_features,0xX2kr26lE3DIPeueGcbrJ,spotify:track:0xX2kr26lE3DIPeueGcbrJ,https://api.spotify.com/v1/tracks/0xX2kr26lE3DIPeueGcbrJ,https://api.spotify.com/v1/audio-analysis/0xX2kr26lE3DIPeueGcbrJ,120744,4
12 Months Make A Year,1,3CU8QwAntpcc1WALlbVxWs,6,2023,0,0.705,0.543,0,-12.148,1,0.164,0.76,4.73e-06,0.118,0.957,179.937,audio_features,3CU8QwAntpcc1WALlbVxWs,spotify:track:3CU8QwAntpcc1WALlbVxWs,https://api.spotify.com/v1/tracks/3CU8QwAntpcc1WALlbVxWs,https://api.spotify.com/v1/audio-analysis/3CU8QwAntpcc1WALlbVxWs,165833,4
Month 1,1,6RDUILnnmiUXzCinWoMHUp,6,2023,0,0.331,0.589,10,-9.599,0,0.111,0.0546,2.85e-06,0.111,0.564,170.572,audio_features,6RDUILnnmiUXzCinWoMHUp,spotify:track:6RDUILnnmiUXzCinWoMHUp,https://api.spotify.com/v1/tracks/6RDUILnnmiUXzCinWoMHUp,https://api.spotify.com/v1/audio-analysis/6RDUILnnmiUXzCinWoMHUp,134367,4
Turandot / Act 3: Nessun dorma!,5,3vGypJlA5ANsW2aHdbrqbk,21,2023,0,0.185,0.299,2,-11.284,1,0.0362,0.893,0.0141,0.0778,0.118,81.548,audio_features,3vGypJlA5ANsW2aHdbrqbk,spotify:track:3vGypJlA5ANsW2aHdbrqbk,https://api.spotify.com/v1/tracks/3vGypJlA5ANsW2aHdbrqbk,https://api.spotify.com/v1/audio-analysis/3vGypJlA5ANsW2aHdbrqbk,263084,4
10 months(19 days),2,2thoCGz78VnL8rTYaBmA5i,3,2023,0,0.448,0.481,8,-9.605,1,0.0286,0.136,1.31e-05,0.101,0.308,75.0,audio_features,2thoCGz78VnL8rTYaBmA5i,spotify:track:2thoCGz78VnL8rTYaBmA5i,https://api.spotify.com/v1/tracks/2thoCGz78VnL8rTYaBmA5i,https://api.spotify.com/v1/audio-analysis/2thoCGz78VnL8rTYaBmA5i,201408,4
108 Months,1,4sCfK9mKARZPkwDWbJQ8aj,2,2023,1,0.602,0.586,0,-8.028,0,0.171,0.459,0,0.106,0.438,137.665,audio_features,4sCfK9mKARZPkwDWbJQ8aj,spotify:track:4sCfK9mKARZPkwDWbJQ8aj,https://api.spotify.com/v1/tracks/4sCfK9mKARZPkwDWbJQ8aj,https://api.spotify.com/v1/audio-analysis/4sCfK9mKARZPkwDWbJQ8aj,118320,4
1st of da month,2,4iAB840xxmDEzbg56ILQpe,3,2023,1,0.689,0.585,1,-11.821,1,0.388,0.0221,0,0.371,0.127,155.195,audio_features,4iAB840xxmDEzbg56ILQpe,spotify:track:4iAB840xxmDEzbg56ILQpe,https://api.spotify.com/v1/tracks/4iAB840xxmDEzbg56ILQpe,https://api.spotify.com/v1/audio-analysis/4iAB840xxmDEzbg56ILQpe,136324,4
first_of_da_month,1,30N4vcgSgp7xZ7uO4PCmeP,8,2023,1,0.751,0.651,0,-5.033,1,0.0639,0.263,0.000145,0.351,0.947,134.752,audio_features,30N4vcgSgp7xZ7uO4PCmeP,spotify:track:30N4vcgSgp7xZ7uO4PCmeP,https://api.spotify.com/v1/tracks/30N4vcgSgp7xZ7uO4PCmeP,https://api.spotify.com/v1/audio-analysis/30N4vcgSgp7xZ7uO4PCmeP,56973,3
1st of the Month,2,5pVSm4RqTidTvwE9T6WuVU,3,2023,1,0.874,0.447,8,-7.239,1,0.448,0.0233,0,0.107,0.328,133.042,audio_features,5pVSm4RqTidTvwE9T6WuVU,spotify:track:5pVSm4RqTidTvwE9T6WuVU,https://api.spotify.com/v1/tracks/5pVSm4RqTidTvwE9T6WuVU,https://api.spotify.com/v1/audio-analysis/5pVSm4RqTidTvwE9T6WuVU,216548,4
el toro,2,3Vuqh3Fp3wZp7wkLaTg0Du,4,2023,1,0.504,0.833,2,-3.654,1,0.093,0.0392,0,0.0495,0.759,151.94,audio_features,3Vuqh3Fp3wZp7wkLaTg0Du,spotify:track:3Vuqh3Fp3wZp7wkLaTg0Du,https://api.spotify.com/v1/tracks/3Vuqh3Fp3wZp7wkLaTg0Du,https://api.spotify.com/v1/audio-analysis/3Vuqh3Fp3wZp7wkLaTg0Du,178030,4
purple shampoo,2,1C1WMlotUM50luSx1ACaLJ,4,2023,1,0.521,0.954,6,-1.741,1,0.203,0.11,0,0.748,0.917,87.558,audio_features,1C1WMlotUM50luSx1ACaLJ,spotify:track:1C1WMlotUM50luSx1ACaLJ,https://api.spotify.com/v1/tracks/1C1WMlotUM50luSx1ACaLJ,https://api.spotify.com/v1/audio-analysis/1C1WMlotUM50luSx1ACaLJ,159962,4
catch a break!,1,3lU9y66bko3PU6d2loX3QZ,6,2023,1,0.545,0.919,5,-2.368,1,0.214,0.0447,0,0.178,0.701,90.025,audio_features,3lU9y66bko3PU6d2loX3QZ,spotify:track:3lU9y66bko3PU6d2loX3QZ,https://api.spotify.com/v1/tracks/3lU9y66bko3PU6d2loX3QZ,https://api.spotify.com/v1/audio-analysis/3lU9y66bko3PU6d2loX3QZ,125548,4
Monthly Project 2023 January Yoon Jong Shin - The Third,1,51ZFJYJmdt8nX2nInpDOJk,12,2023,0,0.748,0.437,9,-7.348,1,0.0826,0.702,0,0.109,0.418,86.009,audio_features,51ZFJYJmdt8nX2nInpDOJk,spotify:track:51ZFJYJmdt8nX2nInpDOJk,https://api.spotify.com/v1/tracks/51ZFJYJmdt8nX2nInpDOJk,https://api.spotify.com/v1/audio-analysis/51ZFJYJmdt8nX2nInpDOJk,255840,4
12 Months of Longing,1,5zNr2pec4cX6HQLvUZ79UJ,6,2023,0,0.756,0.644,11,-11.289,0,0.0614,0.000765,0.884,0.0614,0.165,123.017,audio_features,5zNr2pec4cX6HQLvUZ79UJ,spotify:track:5zNr2pec4cX6HQLvUZ79UJ,https://api.spotify.com/v1/tracks/5zNr2pec4cX6HQLvUZ79UJ,https://api.spotify.com/v1/audio-analysis/5zNr2pec4cX6HQLvUZ79UJ,383415,4
1 want 2 marry U 4 a month,1,7wA9ZBbnwQjsI3N615cyrU,10,2023,0,0.527,0.0579,0,-16.795,1,0.0741,0.967,0.895,0.117,0.266,111.558,audio_features,7wA9ZBbnwQjsI3N615cyrU,spotify:track:7wA9ZBbnwQjsI3N615cyrU,https://api.spotify.com/v1/tracks/7wA9ZBbnwQjsI3N615cyrU,https://api.spotify.com/v1/audio-analysis/7wA9ZBbnwQjsI3N615cyrU,141020,3
last week,1,2Ee9IQwy71eLKEYa3ratYV,2,2023,1,0.448,0.933,0,-3.235,1,0.266,0.00287,0,0.619,0.804,179.979,audio_features,2Ee9IQwy71eLKEYa3ratYV,spotify:track:2Ee9IQwy71eLKEYa3ratYV,https://api.spotify.com/v1/tracks/2Ee9IQwy71eLKEYa3ratYV,https://api.spotify.com/v1/audio-analysis/2Ee9IQwy71eLKEYa3ratYV,152000,4
What is the month,1,1pwarZp2qWMWR5TuwDinhj,1,2023,0,0.607,0.87,6,-4.881,1,0.0615,0.00416,0.000424,0.303,0.585,171.539,audio_features,1pwarZp2qWMWR5TuwDinhj,spotify:track:1pwarZp2qWMWR5TuwDinhj,https://api.spotify.com/v1/tracks/1pwarZp2qWMWR5TuwDinhj,https://api.spotify.com/v1/audio-analysis/1pwarZp2qWMWR5TuwDinhj,59736,4
June is the month,1,5JPYlgUkb9c85M5gJTzOz2,2,2023,0,0.66,0.883,8,-3.403,0,0.045,0.00453,0.000632,0.201,0.636,153.877,audio_features,5JPYlgUkb9c85M5gJTzOz2,spotify:track:5JPYlgUkb9c85M5gJTzOz2,https://api.spotify.com/v1/tracks/5JPYlgUkb9c85M5gJTzOz2,https://api.spotify.com/v1/audio-analysis/5JPYlgUkb9c85M5gJTzOz2,61451,4
Cutthroat,4,0y3BcytMzes7QCrkiKsVWM,8,2023,1,0.804,0.808,10,-4.223,0,0.231,0.0477,0,0.307,0.424,94.977,audio_features,0y3BcytMzes7QCrkiKsVWM,spotify:track:0y3BcytMzes7QCrkiKsVWM,https://api.spotify.com/v1/tracks/0y3BcytMzes7QCrkiKsVWM,https://api.spotify.com/v1/audio-analysis/0y3BcytMzes7QCrkiKsVWM,162100,4
Crown Snatcha,3,09y08i6O7M41xXtTvLiWX9,9,2023,1,0.445,0.94,0,-4.317,0,0.412,0.0424,2.49e-06,0.17,0.489,175.814,audio_features,09y08i6O7M41xXtTvLiWX9,spotify:track:09y08i6O7M41xXtTvLiWX9,https://api.spotify.com/v1/tracks/09y08i6O7M41xXtTvLiWX9,https://api.spotify.com/v1/audio-analysis/09y08i6O7M41xXtTvLiWX9,156195,4
Monthly Project 2023 October Yoon Jong Shin - Back Then,1,4vj2vvR7ZvKo94JVg43A2H,10,2023,0,0.462,0.758,5,-5.392,1,0.0394,0.287,0,0.33,0.386,139.525,audio_features,4vj2vvR7ZvKo94JVg43A2H,spotify:track:4vj2vvR7ZvKo94JVg43A2H,https://api.spotify.com/v1/tracks/4vj2vvR7ZvKo94JVg43A2H,https://api.spotify.com/v1/audio-analysis/4vj2vvR7ZvKo94JVg43A2H,324107,4
Latine and Hispanic Heritage Month Haul Pt.1,1,43iWmjQdt5zj0Z2isrYjoi,4,2023,0,0.63,0.708,2,-17.779,1,0.282,0.117,2.2e-05,0.241,0.035,85.158,audio_features,43iWmjQdt5zj0Z2isrYjoi,spotify:track:43iWmjQdt5zj0Z2isrYjoi,https://api.spotify.com/v1/tracks/43iWmjQdt5zj0Z2isrYjoi,https://api.spotify.com/v1/audio-analysis/43iWmjQdt5zj0Z2isrYjoi,289867,1
Comin' Through,4,39PCVDWo0bQqFXSUSDsGd7,8,2023,1,0.572,0.735,1,-6.093,1,0.225,0.038,0.000388,0.124,0.543,176.388,audio_features,39PCVDWo0bQqFXSUSDsGd7,spotify:track:39PCVDWo0bQqFXSUSDsGd7,https://api.spotify.com/v1/tracks/39PCVDWo0bQqFXSUSDsGd7,https://api.spotify.com/v1/audio-analysis/39PCVDWo0bQqFXSUSDsGd7,163056,4
Redrum,2,5yD39qxuym8zYaHFHrh17i,7,2023,1,0.596,0.937,8,-2.345,1,0.214,0.25,2.22e-06,0.238,0.729,82.974,audio_features,5yD39qxuym8zYaHFHrh17i,spotify:track:5yD39qxuym8zYaHFHrh17i,https://api.spotify.com/v1/tracks/5yD39qxuym8zYaHFHrh17i,https://api.spotify.com/v1/audio-analysis/5yD39qxuym8zYaHFHrh17i,220758,4
Modern Apocalypse,3,1KlEAyQoNqSIZO8MFOOMJ7,8,2023,1,0.641,0.692,11,-7.337,0,0.0693,0.0804,5.61e-06,0.184,0.433,80.967,audio_features,1KlEAyQoNqSIZO8MFOOMJ7,spotify:track:1KlEAyQoNqSIZO8MFOOMJ7,https://api.spotify.com/v1/tracks/1KlEAyQoNqSIZO8MFOOMJ7,https://api.spotify.com/v1/audio-analysis/1KlEAyQoNqSIZO8MFOOMJ7,167003,4
Metaverse,3,6yS3MXVHBxwvgfEsGDKrwl,11,2023,1,0.541,0.803,7,-4.744,1,0.31,0.145,0.000428,0.16,0.483,86.807,audio_features,6yS3MXVHBxwvgfEsGDKrwl,spotify:track:6yS3MXVHBxwvgfEsGDKrwl,https://api.spotify.com/v1/tracks/6yS3MXVHBxwvgfEsGDKrwl,https://api.spotify.com/v1/audio-analysis/6yS3MXVHBxwvgfEsGDKrwl,159840,4
They Ask Me,2,24AVoErwxYkeB4GP9yezEz,8,2023,1,0.633,0.68,11,-6.894,0,0.358,0.0883,0.00046,0.0863,0.256,184.088,audio_features,24AVoErwxYkeB4GP9yezEz,spotify:track:24AVoErwxYkeB4GP9yezEz,https://api.spotify.com/v1/tracks/24AVoErwxYkeB4GP9yezEz,https://api.spotify.com/v1/audio-analysis/24AVoErwxYkeB4GP9yezEz,161739,4
Street Chess,3,22MhjqDtXvlPAJPpbDPUla,8,2023,1,0.652,0.858,9,-6.682,0,0.326,0.2,3.87e-06,0.324,0.618,89.665,audio_features,22MhjqDtXvlPAJPpbDPUla,spotify:track:22MhjqDtXvlPAJPpbDPUla,https://api.spotify.com/v1/tracks/22MhjqDtXvlPAJPpbDPUla,https://api.spotify.com/v1/audio-analysis/22MhjqDtXvlPAJPpbDPUla,153333,4
Brooklyn Raw,2,4Kp7plvrXQitZyCTHpXnQr,8,2023,1,0.548,0.797,7,-5.93,1,0.318,0.0209,0,0.14,0.408,78.811,audio_features,4Kp7plvrXQitZyCTHpXnQr,spotify:track:4Kp7plvrXQitZyCTHpXnQr,https://api.spotify.com/v1/tracks/4Kp7plvrXQitZyCTHpXnQr,https://api.spotify.com/v1/audio-analysis/4Kp7plvrXQitZyCTHpXnQr,180000,4
11 Months,1,5DK6PajKpREl5knZA07aFe,2,2023,0,0.567,0.168,4,-13.323,1,0.033,0.921,4.32e-06,0.117,0.323,152.018,audio_features,5DK6PajKpREl5knZA07aFe,spotify:track:5DK6PajKpREl5knZA07aFe,https://api.spotify.com/v1/tracks/5DK6PajKpREl5knZA07aFe,https://api.spotify.com/v1/audio-analysis/5DK6PajKpREl5knZA07aFe,247895,4
13 months,1,3tlBPyIAfiZ9KjwMORu4SY,0,2023,0,0.457,0.872,2,-2.777,1,0.0443,0.0248,0,0.196,0.284,162.071,audio_features,3tlBPyIAfiZ9KjwMORu4SY,spotify:track:3tlBPyIAfiZ9KjwMORu4SY,https://api.spotify.com/v1/tracks/3tlBPyIAfiZ9KjwMORu4SY,https://api.spotify.com/v1/audio-analysis/3tlBPyIAfiZ9KjwMORu4SY,119271,4
10 Months,1,227VIGdQJ6mCK8amK9ARc2,19,2023,1,0.531,0.398,4,-9.733,1,0.0453,0.791,0,0.326,0.34,135.144,audio_features,227VIGdQJ6mCK8amK9ARc2,spotify:track:227VIGdQJ6mCK8amK9ARc2,https://api.spotify.com/v1/tracks/227VIGdQJ6mCK8amK9ARc2,https://api.spotify.com/v1/audio-analysis/227VIGdQJ6mCK8amK9ARc2,177148,4
12 Months Out,1,6zwHlsdeFUueirvOjoEUhA,1,2023,0,0.585,0.846,2,-4.585,1,0.0364,0.000146,1.37e-05,0.118,0.66,150.972,audio_features,6zwHlsdeFUueirvOjoEUhA,spotify:track:6zwHlsdeFUueirvOjoEUhA,https://api.spotify.com/v1/tracks/6zwHlsdeFUueirvOjoEUhA,https://api.spotify.com/v1/audio-analysis/6zwHlsdeFUueirvOjoEUhA,218791,4
10 Months,1,0YhsTJiTdVBOAdruWeotYa,3,2023,0,0.738,0.792,1,-5.435,0,0.318,0.00362,0.0569,0.312,0.0944,127.974,audio_features,0YhsTJiTdVBOAdruWeotYa,spotify:track:0YhsTJiTdVBOAdruWeotYa,https://api.spotify.com/v1/tracks/0YhsTJiTdVBOAdruWeotYa,https://api.spotify.com/v1/audio-analysis/0YhsTJiTdVBOAdruWeotYa,310312,4
12 Months,1,6BYMnUrlGdk3WGx6UCqFP7,0,2023,0,0.885,0.551,2,-7.588,1,0.152,0.87,0,0.0883,0.822,83.054,audio_features,6BYMnUrlGdk3WGx6UCqFP7,spotify:track:6BYMnUrlGdk3WGx6UCqFP7,https://api.spotify.com/v1/tracks/6BYMnUrlGdk3WGx6UCqFP7,https://api.spotify.com/v1/audio-analysis/6BYMnUrlGdk3WGx6UCqFP7,61320,4
12 Months,1,5fV6EEQ5Se0tUauV24yA3W,0,2023,0,0.687,0.548,11,-6.654,1,0.0327,0.000805,0.744,0.331,0.681,110.039,audio_features,5fV6EEQ5Se0tUauV24yA3W,spotify:track:5fV6EEQ5Se0tUauV24yA3W,https://api.spotify.com/v1/tracks/5fV6EEQ5Se0tUauV24yA3W,https://api.spotify.com/v1/audio-analysis/5fV6EEQ5Se0tUauV24yA3W,213000,4
12 Months,1,6HLAgoPbTHCQho9kpySRoS,1,2023,0,0.885,0.551,2,-7.588,1,0.152,0.87,0,0.0883,0.822,83.054,audio_features,6HLAgoPbTHCQho9kpySRoS,spotify:track:6HLAgoPbTHCQho9kpySRoS,https://api.spotify.com/v1/tracks/6HLAgoPbTHCQho9kpySRoS,https://api.spotify.com/v1/audio-analysis/6HLAgoPbTHCQho9kpySRoS,61320,4
December,1,2O6yolaRZ630fYe7gdaUhl,3,2023,0,0.47,0.786,6,-4.368,1,0.0412,0.221,0,0.0588,0.514,83.051,audio_features,2O6yolaRZ630fYe7gdaUhl,spotify:track:2O6yolaRZ630fYe7gdaUhl,https://api.spotify.com/v1/tracks/2O6yolaRZ630fYe7gdaUhl,https://api.spotify.com/v1/audio-analysis/2O6yolaRZ630fYe7gdaUhl,310691,4
5 Months Old,1,5jgu56D2Ow1haD1QEst17h,0,2023,0,0.547,0.418,1,-12.987,0,0.151,0.155,0,0.197,0.394,80.733,audio_features,5jgu56D2Ow1haD1QEst17h,spotify:track:5jgu56D2Ow1haD1QEst17h,https://api.spotify.com/v1/tracks/5jgu56D2Ow1haD1QEst17h,https://api.spotify.com/v1/audio-analysis/5jgu56D2Ow1haD1QEst17h,216618,4
1st Of Tha Month,1,4lVN1kmTLpFj7WP0vFrSH6,3,2023,1,0.835,0.507,4,-7.206,0,0.201,0.372,0.0367,0.157,0.287,148.948,audio_features,4lVN1kmTLpFj7WP0vFrSH6,spotify:track:4lVN1kmTLpFj7WP0vFrSH6,https://api.spotify.com/v1/tracks/4lVN1kmTLpFj7WP0vFrSH6,https://api.spotify.com/v1/audio-analysis/4lVN1kmTLpFj7WP0vFrSH6,128917,4
10 Months Back,1,5GwcMHkQLDR9Fd2c19pJF4,0,2023,0,0.657,0.884,7,-3.323,1,0.0468,0.00413,0.893,0.715,0.128,139.997,audio_features,5GwcMHkQLDR9Fd2c19pJF4,spotify:track:5GwcMHkQLDR9Fd2c19pJF4,https://api.spotify.com/v1/tracks/5GwcMHkQLDR9Fd2c19pJF4,https://api.spotify.com/v1/audio-analysis/5GwcMHkQLDR9Fd2c19pJF4,171429,4
十三月,1,3CGs98sdlzRNKEAmqmYEdL,7,2023,0,0.443,0.71,5,-4.308,1,0.0322,0.000314,0,0.32,0.246,77.477,audio_features,3CGs98sdlzRNKEAmqmYEdL,spotify:track:3CGs98sdlzRNKEAmqmYEdL,https://api.spotify.com/v1/tracks/3CGs98sdlzRNKEAmqmYEdL,https://api.spotify.com/v1/audio-analysis/3CGs98sdlzRNKEAmqmYEdL,390000,4
6 Months,1,39UUyV4sTUj3Dlweo6yBFW,0,2023,1,0.867,0.665,1,-5.693,1,0.295,0.0454,3.77e-05,0.307,0.34,104.037,audio_features,39UUyV4sTUj3Dlweo6yBFW,spotify:track:39UUyV4sTUj3Dlweo6yBFW,https://api.spotify.com/v1/tracks/39UUyV4sTUj3Dlweo6yBFW,https://api.spotify.com/v1/audio-analysis/39UUyV4sTUj3Dlweo6yBFW,112000,4
As The Months Barked By,1,2hZPKOL6vGKYed8LKCzvul,1,2023,0,0.73,0.969,8,-5.553,1,0.0951,0.93,0.906,0.075,0.981,160.124,audio_features,2hZPKOL6vGKYed8LKCzvul,spotify:track:2hZPKOL6vGKYed8LKCzvul,https://api.spotify.com/v1/tracks/2hZPKOL6vGKYed8LKCzvul,https://api.spotify.com/v1/audio-analysis/2hZPKOL6vGKYed8LKCzvul,134512,4
As The Months Passed By,1,1kmuTe4CYLmZEHlroILw72,1,2023,0,0.574,0.669,1,-9.922,1,0.0288,0.0532,0.688,0.21,0.649,159.959,audio_features,1kmuTe4CYLmZEHlroILw72,spotify:track:1kmuTe4CYLmZEHlroILw72,https://api.spotify.com/v1/tracks/1kmuTe4CYLmZEHlroILw72,https://api.spotify.com/v1/audio-analysis/1kmuTe4CYLmZEHlroILw72,135023,4
Six Months,2,7a3bhFKwNbccdnAu7msR1B,1,2023,1,0.325,0.719,7,-8.867,1,0.0533,0.00117,0.0171,0.252,0.367,135.735,audio_features,7a3bhFKwNbccdnAu7msR1B,spotify:track:7a3bhFKwNbccdnAu7msR1B,https://api.spotify.com/v1/tracks/7a3bhFKwNbccdnAu7msR1B,https://api.spotify.com/v1/audio-analysis/7a3bhFKwNbccdnAu7msR1B,210112,4
6 Months / 16 Years,1,1uYTohOZiDEQXzBgNZEYdp,0,2023,1,0.485,0.926,9,-5.286,1,0.0444,1.39e-05,0.473,0.117,0.451,95.514,audio_features,1uYTohOZiDEQXzBgNZEYdp,spotify:track:1uYTohOZiDEQXzBgNZEYdp,https://api.spotify.com/v1/tracks/1uYTohOZiDEQXzBgNZEYdp,https://api.spotify.com/v1/audio-analysis/1uYTohOZiDEQXzBgNZEYdp,171479,4
