name,artist_count,track_id,popularity,year,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
[Monthly 15/30] p.28 - Concern,1,23DeNc2jXstTl44ET4sdZ2,0,2021,0,0.334,0.739,6,-6.809,0,0.0385,0.012,0.0263,0.0664,0.717,78.754,audio_features,23DeNc2jXstTl44ET4sdZ2,spotify:track:23DeNc2jXstTl44ET4sdZ2,https://api.spotify.com/v1/tracks/23DeNc2jXstTl44ET4sdZ2,https://api.spotify.com/v1/audio-analysis/23DeNc2jXstTl44ET4sdZ2,200398,1
[Monthly 15/30] p.25 - Reverie,1,4ClfziacxiRK8FCw2SZOAn,0,2021,0,0.677,0.548,6,-7.574,1,0.0329,0.627,5.01e-05,0.121,0.547,99.988,audio_features,4ClfziacxiRK8FCw2SZOAn,spotify:track:4ClfziacxiRK8FCw2SZOAn,https://api.spotify.com/v1/tracks/4ClfziacxiRK8FCw2SZOAn,https://api.spotify.com/v1/audio-analysis/4ClfziacxiRK8FCw2SZOAn,167400,4
Roach (9 1/2 Monthsl Version),1,0thccMfClOFRMjLqlKCTdB,0,2021,0,0.566,0.609,4,-9.649,1,0.0309,0.246,0.00239,0.151,0.124,122.796,audio_features,0thccMfClOFRMjLqlKCTdB,spotify:track:0thccMfClOFRMjLqlKCTdB,https://api.spotify.com/v1/tracks/0thccMfClOFRMjLqlKCTdB,https://api.spotify.com/v1/audio-analysis/0thccMfClOFRMjLqlKCTdB,241627,4
Dan Harle Has Been Waiting On Us For 14 Months,1,6GyPEjNIc7CabRngwqJn2l,0,2021,0,0.261,0.909,1,-9.808,1,0.32,9.38e-05,0.858,0.459,0.281,107.026,audio_features,6GyPEjNIc7CabRngwqJn2l,spotify:track:6GyPEjNIc7CabRngwqJn2l,https://api.spotify.com/v1/tracks/6GyPEjNIc7CabRngwqJn2l,https://api.spotify.com/v1/audio-analysis/6GyPEjNIc7CabRngwqJn2l,151701,1
Last Couple Months,1,3HbOKRMrCUdRsYOjc3cw41,0,2021,1,0.812,0.629,1,-10.522,1,0.305,0.669,0.000325,0.0874,0.302,112.949,audio_features,3HbOKRMrCUdRsYOjc3cw41,spotify:track:3HbOKRMrCUdRsYOjc3cw41,https://api.spotify.com/v1/tracks/3HbOKRMrCUdRsYOjc3cw41,https://api.spotify.com/v1/audio-analysis/3HbOKRMrCUdRsYOjc3cw41,170188,4
Castle (8 Months In),1,2xallMlfBGoXF6RcJPN5NQ,0,2021,1,0.286,0.472,4,-13.477,1,0.0317,0.306,0.8,0.381,0.424,91.984,audio_features,2xallMlfBGoXF6RcJPN5NQ,spotify:track:2xallMlfBGoXF6RcJPN5NQ,https://api.spotify.com/v1/tracks/2xallMlfBGoXF6RcJPN5NQ,https://api.spotify.com/v1/audio-analysis/2xallMlfBGoXF6RcJPN5NQ,344000,4
September 18th (The Self Awareness Month Mix),1,5Ie8x3M9KU8Mbw8mdES8y2,0,2021,0,0.545,0.839,0,-8.062,1,0.388,0.295,0,0.603,0.621,174.596,audio_features,5Ie8x3M9KU8Mbw8mdES8y2,spotify:track:5Ie8x3M9KU8Mbw8mdES8y2,https://api.spotify.com/v1/tracks/5Ie8x3M9KU8Mbw8mdES8y2,https://api.spotify.com/v1/audio-analysis/5Ie8x3M9KU8Mbw8mdES8y2,178148,4
5k Album of the Month (1998),1,2hl934GvTZIrr65BxqUVB8,0,2021,0,0.118,0.00162,2,-34.419,1,0.044,0.992,0.981,0.103,0.025,77.035,audio_features,2hl934GvTZIrr65BxqUVB8,spotify:track:2hl934GvTZIrr65BxqUVB8,https://api.spotify.com/v1/tracks/2hl934GvTZIrr65BxqUVB8,https://api.spotify.com/v1/audio-analysis/2hl934GvTZIrr65BxqUVB8,33250,3
Heal,2,1awO5pzijgaPFscDssD7Ms,0,2021,1,0.645,0.647,6,-8.634,0,0.0276,0.0205,0.00246,0.286,0.389,136.989,audio_features,1awO5pzijgaPFscDssD7Ms,spotify:track:1awO5pzijgaPFscDssD7Ms,https://api.spotify.com/v1/tracks/1awO5pzijgaPFscDssD7Ms,https://api.spotify.com/v1/audio-analysis/1awO5pzijgaPFscDssD7Ms,287671,4
3.m.o.n.t.h.s.,1,6nLGup9YChLupYFE4Xl3Yg,0,2021,1,0.781,0.479,7,-8.7,1,0.254,0.307,0,0.17,0.685,112.317,audio_features,6nLGup9YChLupYFE4Xl3Yg,spotify:track:6nLGup9YChLupYFE4Xl3Yg,https://api.spotify.com/v1/tracks/6nLGup9YChLupYFE4Xl3Yg,https://api.spotify.com/v1/audio-analysis/6nLGup9YChLupYFE4Xl3Yg,226452,4
Days and Months,2,23kDXj2e4YvMCuT9cZI9a9,0,2021,0,0.512,0.395,9,-13.525,1,0.0404,0.547,0,0.135,0.856,180.219,audio_features,23kDXj2e4YvMCuT9cZI9a9,spotify:track:23kDXj2e4YvMCuT9cZI9a9,https://api.spotify.com/v1/tracks/23kDXj2e4YvMCuT9cZI9a9,https://api.spotify.com/v1/audio-analysis/23kDXj2e4YvMCuT9cZI9a9,222047,4
"300 YEARS, 48 MONTHS, 15 CENTURIES",2,2jLXK3wVGNwQsVoXwHH3L7,0,2021,1,0.519,0.71,10,-8.72,0,0.509,0.239,0,0.351,0.551,87.021,audio_features,2jLXK3wVGNwQsVoXwHH3L7,spotify:track:2jLXK3wVGNwQsVoXwHH3L7,https://api.spotify.com/v1/tracks/2jLXK3wVGNwQsVoXwHH3L7,https://api.spotify.com/v1/audio-analysis/2jLXK3wVGNwQsVoXwHH3L7,228562,4
Nine Months Without You - Original Mix,1,6h6Zkv9id3jaG1TITiiUnc,0,2021,0,0.8,0.803,7,-10.037,1,0.0776,0.0469,0.729,0.108,0.668,127.007,audio_features,6h6Zkv9id3jaG1TITiiUnc,spotify:track:6h6Zkv9id3jaG1TITiiUnc,https://api.spotify.com/v1/tracks/6h6Zkv9id3jaG1TITiiUnc,https://api.spotify.com/v1/audio-analysis/6h6Zkv9id3jaG1TITiiUnc,423309,4
Troubadour’s Overture - Instrumental,1,0RSMXHG28vVT78EAFf6Xgt,0,2021,0,0.657,0.703,1,-10.331,0,0.0299,0.00711,0.882,0.247,0.862,109.997,audio_features,0RSMXHG28vVT78EAFf6Xgt,spotify:track:0RSMXHG28vVT78EAFf6Xgt,https://api.spotify.com/v1/tracks/0RSMXHG28vVT78EAFf6Xgt,https://api.spotify.com/v1/audio-analysis/0RSMXHG28vVT78EAFf6Xgt,214488,4
Sunset Waltz TAKE 1 DEMO,1,5EYv02nYTvcCI4tyRN3Mxy,0,2021,0,0.537,0.0386,2,-28.155,1,0.276,0.953,0.00214,0.0977,0.654,112.04,audio_features,5EYv02nYTvcCI4tyRN3Mxy,spotify:track:5EYv02nYTvcCI4tyRN3Mxy,https://api.spotify.com/v1/tracks/5EYv02nYTvcCI4tyRN3Mxy,https://api.spotify.com/v1/audio-analysis/5EYv02nYTvcCI4tyRN3Mxy,26007,3
Troubadour’s Overture,1,1hhWqw9OUGcuvAi5VTh7lG,0,2021,0,0.652,0.535,1,-11.256,0,0.0474,0.0976,0.013,0.106,0.134,96.962,audio_features,1hhWqw9OUGcuvAi5VTh7lG,spotify:track:1hhWqw9OUGcuvAi5VTh7lG,https://api.spotify.com/v1/tracks/1hhWqw9OUGcuvAi5VTh7lG,https://api.spotify.com/v1/audio-analysis/1hhWqw9OUGcuvAi5VTh7lG,200520,4
"Western, Where The Gypsy Festival Is Held (Prod. by Yoopacaca)",2,2eRK3EXfno5K5G0PHAb5AS,0,2021,0,0.694,0.554,1,-8.806,1,0.0423,0.043,0.411,0.0805,0.507,92.002,audio_features,2eRK3EXfno5K5G0PHAb5AS,spotify:track:2eRK3EXfno5K5G0PHAb5AS,https://api.spotify.com/v1/tracks/2eRK3EXfno5K5G0PHAb5AS,https://api.spotify.com/v1/audio-analysis/2eRK3EXfno5K5G0PHAb5AS,170606,4
Troubadour’s Overture,1,0mAHRvbJjrPoxCJ4VXVqTf,0,2021,0,0.695,0.733,1,-7.639,0,0.0403,0.0831,0,0.0744,0.828,110.005,audio_features,0mAHRvbJjrPoxCJ4VXVqTf,spotify:track:0mAHRvbJjrPoxCJ4VXVqTf,https://api.spotify.com/v1/tracks/0mAHRvbJjrPoxCJ4VXVqTf,https://api.spotify.com/v1/audio-analysis/0mAHRvbJjrPoxCJ4VXVqTf,215539,4
Got to Give It Up (Pt.1),1,3dYzJ3xMNE9vAuhWstul7g,0,2021,0,0.871,0.605,2,-13.16,1,0.0439,0.032,3.53e-05,0.342,0.937,125.385,audio_features,3dYzJ3xMNE9vAuhWstul7g,spotify:track:3dYzJ3xMNE9vAuhWstul7g,https://api.spotify.com/v1/tracks/3dYzJ3xMNE9vAuhWstul7g,https://api.spotify.com/v1/audio-analysis/3dYzJ3xMNE9vAuhWstul7g,241459,4
Sunset Waltz TAKE 1 DEMO,1,3r9NbWNTpbBpO2zbG5MuJd,0,2021,0,0.653,0.0764,2,-20.407,1,0.0453,0.956,0.000278,0.105,0.338,110.992,audio_features,3r9NbWNTpbBpO2zbG5MuJd,spotify:track:3r9NbWNTpbBpO2zbG5MuJd,https://api.spotify.com/v1/tracks/3r9NbWNTpbBpO2zbG5MuJd,https://api.spotify.com/v1/audio-analysis/3r9NbWNTpbBpO2zbG5MuJd,123853,3
Months (Meses) Lesson,1,5LXyef6vttKboHi5ppJikr,0,2021,0,0.687,0.0621,2,-11.204,0,0.331,0.873,0,0.392,0.345,142.313,audio_features,5LXyef6vttKboHi5ppJikr,spotify:track:5LXyef6vttKboHi5ppJikr,https://api.spotify.com/v1/tracks/5LXyef6vttKboHi5ppJikr,https://api.spotify.com/v1/audio-analysis/5LXyef6vttKboHi5ppJikr,186080,3
for three long months,1,6ABMYo1TBEjDflVVemKh4f,0,2021,0,0.732,0.109,0,-13.154,1,0.0619,0.0644,0.162,0.109,0.222,81.066,audio_features,6ABMYo1TBEjDflVVemKh4f,spotify:track:6ABMYo1TBEjDflVVemKh4f,https://api.spotify.com/v1/tracks/6ABMYo1TBEjDflVVemKh4f,https://api.spotify.com/v1/audio-analysis/6ABMYo1TBEjDflVVemKh4f,246938,4
Doing Your Makeup For Pride Month Roleplay Pt.1,1,6a2NxLbU692CG43Ux6P0LO,0,2021,0,0.471,0.0335,1,-40.43,1,0.0763,0.000906,0.000131,0.0817,0.13,86.247,audio_features,6a2NxLbU692CG43Ux6P0LO,spotify:track:6a2NxLbU692CG43Ux6P0LO,https://api.spotify.com/v1/tracks/6a2NxLbU692CG43Ux6P0LO,https://api.spotify.com/v1/audio-analysis/6a2NxLbU692CG43Ux6P0LO,300309,5
Put It on Me,1,3Zwp89DzPBkWqxsueQU3Rp,0,2021,1,0.728,0.622,11,-9.168,1,0.25,0.0358,0,0.234,0.478,159.969,audio_features,3Zwp89DzPBkWqxsueQU3Rp,spotify:track:3Zwp89DzPBkWqxsueQU3Rp,https://api.spotify.com/v1/tracks/3Zwp89DzPBkWqxsueQU3Rp,https://api.spotify.com/v1/audio-analysis/3Zwp89DzPBkWqxsueQU3Rp,182256,4
Flashbacks,1,5v79N8iPiftrRf0E2d89oO,0,2021,1,0.689,0.373,2,-13.7,1,0.204,0.134,0,0.334,0.353,136.169,audio_features,5v79N8iPiftrRf0E2d89oO,spotify:track:5v79N8iPiftrRf0E2d89oO,https://api.spotify.com/v1/tracks/5v79N8iPiftrRf0E2d89oO,https://api.spotify.com/v1/audio-analysis/5v79N8iPiftrRf0E2d89oO,186567,4
Da Epic Story (Freestyle),1,5FQJi6DNTN0bUkxptY0wrx,0,2021,1,0.609,0.613,1,-7.003,1,0.606,0.229,0,0.383,0.268,110.528,audio_features,5FQJi6DNTN0bUkxptY0wrx,spotify:track:5FQJi6DNTN0bUkxptY0wrx,https://api.spotify.com/v1/tracks/5FQJi6DNTN0bUkxptY0wrx,https://api.spotify.com/v1/audio-analysis/5FQJi6DNTN0bUkxptY0wrx,206655,3
Long Distance Thuggin,1,1jsRBzpr1n5aRapRe4Um6R,0,2021,1,0.651,0.459,2,-10.426,1,0.357,0.0458,0,0.0309,0.516,83.899,audio_features,1jsRBzpr1n5aRapRe4Um6R,spotify:track:1jsRBzpr1n5aRapRe4Um6R,https://api.spotify.com/v1/tracks/1jsRBzpr1n5aRapRe4Um6R,https://api.spotify.com/v1/audio-analysis/1jsRBzpr1n5aRapRe4Um6R,243013,4
Cant Crash Out,3,0erR0oZpu8Vy7xGy0o2lzt,0,2021,1,0.857,0.43,0,-12.798,1,0.0765,0.072,0,0.0812,0.432,129.939,audio_features,0erR0oZpu8Vy7xGy0o2lzt,spotify:track:0erR0oZpu8Vy7xGy0o2lzt,https://api.spotify.com/v1/tracks/0erR0oZpu8Vy7xGy0o2lzt,https://api.spotify.com/v1/audio-analysis/0erR0oZpu8Vy7xGy0o2lzt,239595,4
Choices,4,6uz9NSIXZZg5aVExTJcJpB,0,2021,1,0.62,0.592,3,-8.977,1,0.355,0.145,0,0.159,0.875,111.961,audio_features,6uz9NSIXZZg5aVExTJcJpB,spotify:track:6uz9NSIXZZg5aVExTJcJpB,https://api.spotify.com/v1/tracks/6uz9NSIXZZg5aVExTJcJpB,https://api.spotify.com/v1/audio-analysis/6uz9NSIXZZg5aVExTJcJpB,231497,5
All or Nothing,2,5TDWjlBaZnVgll4xsdgwDv,0,2021,1,0.652,0.613,2,-6.423,1,0.136,0.0749,0,0.0809,0.038,119.836,audio_features,5TDWjlBaZnVgll4xsdgwDv,spotify:track:5TDWjlBaZnVgll4xsdgwDv,https://api.spotify.com/v1/tracks/5TDWjlBaZnVgll4xsdgwDv,https://api.spotify.com/v1/audio-analysis/5TDWjlBaZnVgll4xsdgwDv,224914,5
Off The Grid,1,59kIC5qsBfPoETYYywPLGR,0,2021,1,0.925,0.412,9,-11.801,0,0.352,0.0162,0,0.0767,0.855,140.011,audio_features,59kIC5qsBfPoETYYywPLGR,spotify:track:59kIC5qsBfPoETYYywPLGR,https://api.spotify.com/v1/tracks/59kIC5qsBfPoETYYywPLGR,https://api.spotify.com/v1/audio-analysis/59kIC5qsBfPoETYYywPLGR,233848,4
Untouchable,1,6iXJBrrPHY2rw6PmLpCwxc,0,2021,1,0.848,0.45,11,-9.448,1,0.172,0.0205,0,0.0826,0.295,159.889,audio_features,6iXJBrrPHY2rw6PmLpCwxc,spotify:track:6iXJBrrPHY2rw6PmLpCwxc,https://api.spotify.com/v1/tracks/6iXJBrrPHY2rw6PmLpCwxc,https://api.spotify.com/v1/audio-analysis/6iXJBrrPHY2rw6PmLpCwxc,144170,4
Problems,3,14XMPAAv2Y0hQDEr5khjbf,0,2021,1,0.511,0.398,8,-15.278,1,0.349,0.0413,0,0.0844,0.142,131.606,audio_features,14XMPAAv2Y0hQDEr5khjbf,spotify:track:14XMPAAv2Y0hQDEr5khjbf,https://api.spotify.com/v1/tracks/14XMPAAv2Y0hQDEr5khjbf,https://api.spotify.com/v1/audio-analysis/14XMPAAv2Y0hQDEr5khjbf,203781,4
First 72 Hours Outta Jail Freestyle,1,6ntfm59Vepoosr7CA0YdBs,0,2021,1,0.933,0.361,9,-11.576,1,0.438,0.288,0,0.1,0.513,115.083,audio_features,6ntfm59Vepoosr7CA0YdBs,spotify:track:6ntfm59Vepoosr7CA0YdBs,https://api.spotify.com/v1/tracks/6ntfm59Vepoosr7CA0YdBs,https://api.spotify.com/v1/audio-analysis/6ntfm59Vepoosr7CA0YdBs,220704,4
Feel It In The Air,2,17CcFEbye46hrXd3vOofgL,0,2021,1,0.581,0.469,1,-9.301,1,0.217,0.0233,0,0.0923,0.306,149.964,audio_features,17CcFEbye46hrXd3vOofgL,spotify:track:17CcFEbye46hrXd3vOofgL,https://api.spotify.com/v1/tracks/17CcFEbye46hrXd3vOofgL,https://api.spotify.com/v1/audio-analysis/17CcFEbye46hrXd3vOofgL,218227,4
"May Monthly Favorite Clothes, Snacks, etc Pt.1",1,2FGKMuGqyFPUZTjlQLB3ue,0,2021,0,0.581,0.317,1,-26.169,1,0.301,0.0752,0,0.31,0.174,85.303,audio_features,2FGKMuGqyFPUZTjlQLB3ue,spotify:track:2FGKMuGqyFPUZTjlQLB3ue,https://api.spotify.com/v1/tracks/2FGKMuGqyFPUZTjlQLB3ue,https://api.spotify.com/v1/audio-analysis/2FGKMuGqyFPUZTjlQLB3ue,316449,3
Hollow Person (9 1/2 Months Version),1,69nYpKuF9puILaoNaAPKIn,0,2021,1,0.523,0.498,7,-9.56,1,0.45,0.326,0,0.365,0.409,84.461,audio_features,69nYpKuF9puILaoNaAPKIn,spotify:track:69nYpKuF9puILaoNaAPKIn,https://api.spotify.com/v1/tracks/69nYpKuF9puILaoNaAPKIn,https://api.spotify.com/v1/audio-analysis/69nYpKuF9puILaoNaAPKIn,220627,4
"Shoegaze 4 (12 Months Demos, May 2019)",1,39IwrObnfWLT39CyuRB6SB,0,2021,0,0.702,0.322,11,-12.316,0,0.0289,0.545,0.893,0.0994,0.586,111.871,audio_features,39IwrObnfWLT39CyuRB6SB,spotify:track:39IwrObnfWLT39CyuRB6SB,https://api.spotify.com/v1/tracks/39IwrObnfWLT39CyuRB6SB,https://api.spotify.com/v1/audio-analysis/39IwrObnfWLT39CyuRB6SB,107148,4
"Shoegaze 3 (12 Months Demos, May 2019)",1,2pS2pBjVMcviR6IhMVtoCG,0,2021,0,0.5,0.609,9,-18.237,1,0.0375,0.309,0.876,0.109,0.097,94.965,audio_features,2pS2pBjVMcviR6IhMVtoCG,spotify:track:2pS2pBjVMcviR6IhMVtoCG,https://api.spotify.com/v1/tracks/2pS2pBjVMcviR6IhMVtoCG,https://api.spotify.com/v1/audio-analysis/2pS2pBjVMcviR6IhMVtoCG,279875,4
"Five Months, Two Weeks, Two Days",1,14yrcQkZlQKlwuMxJ63oCK,0,2021,0,0.479,0.648,0,-2.695,1,0.115,0.763,0.000206,0.214,0.894,199.601,audio_features,14yrcQkZlQKlwuMxJ63oCK,spotify:track:14yrcQkZlQKlwuMxJ63oCK,https://api.spotify.com/v1/tracks/14yrcQkZlQKlwuMxJ63oCK,https://api.spotify.com/v1/audio-analysis/14yrcQkZlQKlwuMxJ63oCK,152451,4
Month Of Modulars (Roland System 1),1,0HwwOftsIEXg8cDRsjWLel,0,2021,0,0.0942,0.576,7,-9.823,1,0.0565,0.126,0.842,0.94,0.0311,199.85,audio_features,0HwwOftsIEXg8cDRsjWLel,spotify:track:0HwwOftsIEXg8cDRsjWLel,https://api.spotify.com/v1/tracks/0HwwOftsIEXg8cDRsjWLel,https://api.spotify.com/v1/audio-analysis/0HwwOftsIEXg8cDRsjWLel,336000,4
God Bless America (9 1/2 Months Version),1,3EHXRf79rstT2M73EMTzdE,0,2021,1,0.33,0.829,4,-9.972,0,0.0654,0.0612,0.000349,0.21,0.569,87.105,audio_features,3EHXRf79rstT2M73EMTzdE,spotify:track:3EHXRf79rstT2M73EMTzdE,https://api.spotify.com/v1/tracks/3EHXRf79rstT2M73EMTzdE,https://api.spotify.com/v1/audio-analysis/3EHXRf79rstT2M73EMTzdE,115120,4
2 years 6 months(69812),1,2sXLaiSygQiBmAUsjW4rpl,0,2021,0,0.541,0.183,7,-14.855,1,0.0328,0.528,0.875,0.181,0.11,127.993,audio_features,2sXLaiSygQiBmAUsjW4rpl,spotify:track:2sXLaiSygQiBmAUsjW4rpl,https://api.spotify.com/v1/tracks/2sXLaiSygQiBmAUsjW4rpl,https://api.spotify.com/v1/audio-analysis/2sXLaiSygQiBmAUsjW4rpl,341020,4
2021 Monthly Yoon Repair November - December,1,7uPFU0L3UgiCnCr8oLBH2U,0,2021,0,0.47,0.786,6,-4.368,1,0.0412,0.221,0,0.0588,0.514,83.051,audio_features,7uPFU0L3UgiCnCr8oLBH2U,spotify:track:7uPFU0L3UgiCnCr8oLBH2U,https://api.spotify.com/v1/tracks/7uPFU0L3UgiCnCr8oLBH2U,https://api.spotify.com/v1/audio-analysis/7uPFU0L3UgiCnCr8oLBH2U,310691,4
Viper Strike,3,3EJ0uksjJ8FwCjqI4xSBtW,0,2021,1,0.721,0.74,2,-7.755,1,0.294,0.148,0.223,0.211,0.493,160.097,audio_features,3EJ0uksjJ8FwCjqI4xSBtW,spotify:track:3EJ0uksjJ8FwCjqI4xSBtW,https://api.spotify.com/v1/tracks/3EJ0uksjJ8FwCjqI4xSBtW,https://api.spotify.com/v1/audio-analysis/3EJ0uksjJ8FwCjqI4xSBtW,145648,4
i wanted to call her but i'm tragic and she's overseas (8 months),2,7bGzgnDhlbltNAvXKNb0Li,0,2021,0,0.772,0.646,11,-6.62,1,0.0447,0.0709,0.000253,0.111,0.823,126.0,audio_features,7bGzgnDhlbltNAvXKNb0Li,spotify:track:7bGzgnDhlbltNAvXKNb0Li,https://api.spotify.com/v1/tracks/7bGzgnDhlbltNAvXKNb0Li,https://api.spotify.com/v1/audio-analysis/7bGzgnDhlbltNAvXKNb0Li,186703,4
B.O.T.M.beats81,1,725vLFAqN9vjHQjEgGibYg,0,2021,0,0.707,0.472,3,-8.005,0,0.11,0.677,0.943,0.131,0.845,85.9,audio_features,725vLFAqN9vjHQjEgGibYg,spotify:track:725vLFAqN9vjHQjEgGibYg,https://api.spotify.com/v1/tracks/725vLFAqN9vjHQjEgGibYg,https://api.spotify.com/v1/audio-analysis/725vLFAqN9vjHQjEgGibYg,266861,4
B.O.T.M.beats84,1,7Drx8BHqNB6CldKjiGczka,0,2021,0,0.798,0.4,11,-6.146,0,0.0373,0.764,0.896,0.118,0.948,84.117,audio_features,7Drx8BHqNB6CldKjiGczka,spotify:track:7Drx8BHqNB6CldKjiGczka,https://api.spotify.com/v1/tracks/7Drx8BHqNB6CldKjiGczka,https://api.spotify.com/v1/audio-analysis/7Drx8BHqNB6CldKjiGczka,220000,4
B.O.T.M.beats79,1,4shsIygU9gAYtLO8mO04Zg,0,2021,0,0.648,0.897,5,-7.125,1,0.0503,0.0499,0.0639,0.164,0.77,172.179,audio_features,4shsIygU9gAYtLO8mO04Zg,spotify:track:4shsIygU9gAYtLO8mO04Zg,https://api.spotify.com/v1/tracks/4shsIygU9gAYtLO8mO04Zg,https://api.spotify.com/v1/audio-analysis/4shsIygU9gAYtLO8mO04Zg,276313,4
B.O.T.M.beats80,1,7Bt15motSWT56EbIPzcflb,0,2021,0,0.527,0.484,1,-7.149,1,0.286,0.0459,0.918,0.0897,0.467,179.108,audio_features,7Bt15motSWT56EbIPzcflb,spotify:track:7Bt15motSWT56EbIPzcflb,https://api.spotify.com/v1/tracks/7Bt15motSWT56EbIPzcflb,https://api.spotify.com/v1/audio-analysis/7Bt15motSWT56EbIPzcflb,171125,4
B.O.T.M.beats82,1,4baT1FEu0ch81SSr8ie1Uh,0,2021,0,0.879,0.846,7,-4.52,1,0.106,0.0179,0.125,0.163,0.0668,100.004,audio_features,4baT1FEu0ch81SSr8ie1Uh,spotify:track:4baT1FEu0ch81SSr8ie1Uh,https://api.spotify.com/v1/tracks/4baT1FEu0ch81SSr8ie1Uh,https://api.spotify.com/v1/audio-analysis/4baT1FEu0ch81SSr8ie1Uh,253144,4
B.O.T.M.beats83,1,5fxzuP84zLjZN8TqqQtjXt,0,2021,0,0.756,0.427,5,-6.968,0,0.0589,0.161,0.754,0.0974,0.865,179.903,audio_features,5fxzuP84zLjZN8TqqQtjXt,spotify:track:5fxzuP84zLjZN8TqqQtjXt,https://api.spotify.com/v1/tracks/5fxzuP84zLjZN8TqqQtjXt,https://api.spotify.com/v1/audio-analysis/5fxzuP84zLjZN8TqqQtjXt,172000,4
June (Blurred Fields),1,6qOzBBNGzT1WhDLAOv03MD,0,2021,0,0.431,0.162,4,-18.438,1,0.0316,0.972,0.876,0.142,0.163,97.202,audio_features,6qOzBBNGzT1WhDLAOv03MD,spotify:track:6qOzBBNGzT1WhDLAOv03MD,https://api.spotify.com/v1/tracks/6qOzBBNGzT1WhDLAOv03MD,https://api.spotify.com/v1/audio-analysis/6qOzBBNGzT1WhDLAOv03MD,171933,4
August (Hawk Survey),1,4KY0YVzwFbEoiv0zGDpkA9,0,2021,0,0.391,0.295,4,-19.578,0,0.0477,0.968,0.856,0.101,0.265,188.883,audio_features,4KY0YVzwFbEoiv0zGDpkA9,spotify:track:4KY0YVzwFbEoiv0zGDpkA9,https://api.spotify.com/v1/tracks/4KY0YVzwFbEoiv0zGDpkA9,https://api.spotify.com/v1/audio-analysis/4KY0YVzwFbEoiv0zGDpkA9,217715,4
December (Empty Hall),1,0AaFYGxPF1hW1BkDfqSMEI,0,2021,0,0.468,0.00318,7,-25.368,1,0.151,0.995,0.958,0.18,0.249,71.769,audio_features,0AaFYGxPF1hW1BkDfqSMEI,spotify:track:0AaFYGxPF1hW1BkDfqSMEI,https://api.spotify.com/v1/tracks/0AaFYGxPF1hW1BkDfqSMEI,https://api.spotify.com/v1/audio-analysis/0AaFYGxPF1hW1BkDfqSMEI,115724,4
September (Schools),1,1NGG3t7ND5SZ6xTcK4t5ty,0,2021,0,0.276,0.53,11,-16.153,1,0.0449,0.991,0.901,0.193,0.13,135.301,audio_features,1NGG3t7ND5SZ6xTcK4t5ty,spotify:track:1NGG3t7ND5SZ6xTcK4t5ty,https://api.spotify.com/v1/tracks/1NGG3t7ND5SZ6xTcK4t5ty,https://api.spotify.com/v1/audio-analysis/1NGG3t7ND5SZ6xTcK4t5ty,108170,3
May (Ritual Procession),1,0tNBwt8ApjPqimjE3qhM1g,0,2021,0,0.251,0.0392,5,-22.327,1,0.0522,0.991,0.892,0.0708,0.039,93.008,audio_features,0tNBwt8ApjPqimjE3qhM1g,spotify:track:0tNBwt8ApjPqimjE3qhM1g,https://api.spotify.com/v1/tracks/0tNBwt8ApjPqimjE3qhM1g,https://api.spotify.com/v1/audio-analysis/0tNBwt8ApjPqimjE3qhM1g,122810,1
February (Smoke and Frost),1,0lGQDFevghuNJgc1hw29BX,0,2021,0,0.143,0.115,5,-27.994,1,0.0323,0.996,0.956,0.0966,0.183,182.175,audio_features,0lGQDFevghuNJgc1hw29BX,spotify:track:0lGQDFevghuNJgc1hw29BX,https://api.spotify.com/v1/tracks/0lGQDFevghuNJgc1hw29BX,https://api.spotify.com/v1/audio-analysis/0lGQDFevghuNJgc1hw29BX,55338,3
January (Over Frozen Farmland),1,5oVTtqPMPcD4rOEOkKkJyv,0,2021,0,0.665,0.368,7,-13.599,1,0.0735,0.804,0.892,0.125,0.657,111.336,audio_features,5oVTtqPMPcD4rOEOkKkJyv,spotify:track:5oVTtqPMPcD4rOEOkKkJyv,https://api.spotify.com/v1/tracks/5oVTtqPMPcD4rOEOkKkJyv,https://api.spotify.com/v1/audio-analysis/5oVTtqPMPcD4rOEOkKkJyv,168869,3
March (How We Used To Live),1,26EcLJnpCpWPHTw2lTM8Ym,0,2021,0,0.133,0.162,2,-17.668,0,0.0356,0.773,0.873,0.112,0.0772,177.78,audio_features,26EcLJnpCpWPHTw2lTM8Ym,spotify:track:26EcLJnpCpWPHTw2lTM8Ym,https://api.spotify.com/v1/tracks/26EcLJnpCpWPHTw2lTM8Ym,https://api.spotify.com/v1/audio-analysis/26EcLJnpCpWPHTw2lTM8Ym,146457,3
April (Afternoon Shower),1,2emoePrz3ev93qKBxZjmx4,0,2021,0,0.181,0.119,1,-18.107,0,0.0342,0.974,0.887,0.106,0.0361,88.3,audio_features,2emoePrz3ev93qKBxZjmx4,spotify:track:2emoePrz3ev93qKBxZjmx4,https://api.spotify.com/v1/tracks/2emoePrz3ev93qKBxZjmx4,https://api.spotify.com/v1/audio-analysis/2emoePrz3ev93qKBxZjmx4,97000,4
